Entry Number,Hotel Name,Region,Hotel Type,Star Rating,Check-in Date,Season,Total Revenue,Occupancy Rate (%),Customer Rating (1-5),Feedback Category,Customer Comments
H902,The Grand Oak,California,Luxury,5,6/29/2024,Summer,110950,87.97,4,Cleanliness,Clean enough for a short stay.
H903,Seaside Shores,Florida,Resort,4,6/29/2024,Summer,17640,84.18,4.4,Amenities,Lots of extras included.
H904,Metro Meridian,New York,Business,5,6/29/2024,Summer,101940,73.14,3.1,Food,Food was average.
H905,Budget Haven,Texas,Budget,3,6/29/2024,Summer,84590,88.42,4.3,Cleanliness,Hygiene standards were top notch.
H906,Mountain Retreat,Colorado,Boutique,3,6/30/2024,Summer,12240,95.12,2.9,Food,Food was average.
H907,The Grand Oak,California,Luxury,5,6/30/2024,Summer,9990,81.98,4.4,Service,Always greeted with a smile.
H908,Seaside Shores,Florida,Resort,4,6/30/2024,Summer,12420,79.59,4.8,Service,Always greeted with a smile.
H909,Metro Meridian,New York,Business,5,6/30/2024,Summer,57760,96.84,4.5,Food,Tasty and well-prepared dishes.
H910,Budget Haven,Texas,Budget,3,6/30/2024,Summer,108370,81.97,4.6,Cleanliness,Cleaned twice a day – amazing!
H911,Mountain Retreat,Colorado,Boutique,3,7/1/2024,Summer,56580,92.34,3.9,Cleanliness,Room was mostly clean.
H912,The Grand Oak,California,Luxury,5,7/1/2024,Summer,96750,98.54,4.3,Cleanliness,So clean it felt brand new.
H913,Seaside Shores,Florida,Resort,4,7/1/2024,Summer,48200,83.11,4.9,Cleanliness,Cleaned twice a day – amazing!
H914,Metro Meridian,New York,Business,5,7/1/2024,Summer,73130,97.1,3.6,Cleanliness,Clean enough for a short stay.
H915,Budget Haven,Texas,Budget,3,7/1/2024,Summer,57680,70.15,4,Cleanliness,Clean enough for a short stay.
H916,Mountain Retreat,Colorado,Boutique,3,7/2/2024,Summer,59020,91.86,3.5,Service,"Staff was helpful, though not always available."
H917,The Grand Oak,California,Luxury,5,7/2/2024,Summer,11490,95.26,3.7,Cleanliness,Room could smell a little better.
H918,Seaside Shores,Florida,Resort,4,7/2/2024,Summer,45400,94.5,4.1,Cleanliness,Room could smell a little better.
H919,Metro Meridian,New York,Business,5,7/2/2024,Summer,110570,71.18,4.6,Cleanliness,Hygiene standards were top notch.
H920,Budget Haven,Texas,Budget,3,7/2/2024,Summer,45610,94.7,4.4,Food,Loved every meal served.
H921,Mountain Retreat,Colorado,Boutique,3,7/3/2024,Summer,95350,73.24,3.2,Food,Limited vegetarian options.
H922,The Grand Oak,California,Luxury,5,7/3/2024,Summer,41870,87.74,5,Food,Loved every meal served.
H923,Seaside Shores,Florida,Resort,4,7/3/2024,Summer,42600,99.57,4.8,Amenities,Top-notch amenities with everything you need.
H924,Metro Meridian,New York,Business,5,7/3/2024,Summer,22610,88.76,4.8,Cleanliness,Hygiene standards were top notch.
H925,Budget Haven,Texas,Budget,3,7/3/2024,Summer,83560,84,5,Cleanliness,So clean it felt brand new.
H926,Mountain Retreat,Colorado,Boutique,3,7/4/2024,Summer,64960,93.43,3.8,Cleanliness,Room could smell a little better.
H927,The Grand Oak,California,Luxury,5,7/4/2024,Summer,90750,83.12,4.5,Amenities,Lots of extras included.
H928,Seaside Shores,Florida,Resort,4,7/4/2024,Summer,7740,85.52,4.1,Service,"Staff was helpful, though not always available."
H929,Metro Meridian,New York,Business,5,7/4/2024,Summer,44570,70.78,3.8,Amenities,"Gym was fine, pool a bit small."
H930,Budget Haven,Texas,Budget,3,7/4/2024,Summer,74310,71.85,4.1,Food,Limited but decent selection.
H931,Mountain Retreat,Colorado,Boutique,3,7/5/2024,Summer,38070,93.37,4.8,Service,Staff went above and beyond.
H932,The Grand Oak,California,Luxury,5,7/5/2024,Summer,77150,76.86,3.1,Service,Slow check-in.
H933,Seaside Shores,Florida,Resort,4,7/5/2024,Summer,81170,86.09,4.4,Location,Excellent for walking everywhere.
H934,Metro Meridian,New York,Business,5,7/5/2024,Summer,88660,90.96,4.2,Amenities,Top-notch amenities with everything you need.
H935,Budget Haven,Texas,Budget,3,7/5/2024,Summer,94340,88.39,5,Food,Tasty and well-prepared dishes.
H936,Mountain Retreat,Colorado,Boutique,3,7/6/2024,Summer,70970,99.92,4.8,Amenities,Lots of extras included.
H937,The Grand Oak,California,Luxury,5,7/6/2024,Summer,96170,94.88,3.5,Food,Food took a while to arrive.
H938,Seaside Shores,Florida,Resort,4,7/6/2024,Summer,102740,80,3.7,Cleanliness,Room could smell a little better.
H939,Metro Meridian,New York,Business,5,7/6/2024,Summer,15280,77.86,4,Cleanliness,Room could smell a little better.
H940,Budget Haven,Texas,Budget,3,7/6/2024,Summer,121480,96.57,4.1,Cleanliness,Clean enough for a short stay.
H941,Mountain Retreat,Colorado,Boutique,3,7/7/2024,Summer,75980,77.52,5,Cleanliness,So clean it felt brand new.
H942,The Grand Oak,California,Luxury,5,7/7/2024,Summer,71540,74.24,4.8,Service,Exceptional staff and warm hospitality.
H943,Seaside Shores,Florida,Resort,4,7/7/2024,Summer,78520,88.7,4.2,Service,Staff went above and beyond.
H944,Metro Meridian,New York,Business,5,7/7/2024,Summer,104720,98.15,3.8,Food,Limited but decent selection.
H945,Budget Haven,Texas,Budget,3,7/7/2024,Summer,23980,86.84,4.9,Service,Always greeted with a smile.
H946,Mountain Retreat,Colorado,Boutique,3,7/8/2024,Summer,61810,94.48,3.8,Cleanliness,Had to dust a bit but overall room was clean.
H947,The Grand Oak,California,Luxury,5,7/8/2024,Summer,83910,80.4,4.6,Cleanliness,Hygiene standards were top notch.
H948,Seaside Shores,Florida,Resort,4,7/8/2024,Summer,22760,70.6,4.5,Cleanliness,Hygiene standards were top notch.
H949,Metro Meridian,New York,Business,5,7/8/2024,Summer,105290,72.81,4.2,Service,Always greeted with a smile.
H950,Budget Haven,Texas,Budget,3,7/8/2024,Summer,35840,95.29,3.2,Cleanliness,Room looked better than hallway.
H951,Mountain Retreat,Colorado,Boutique,3,7/9/2024,Summer,49570,91.12,4.2,Amenities,Lots of extras included.
H952,The Grand Oak,California,Luxury,5,7/9/2024,Summer,116240,77.68,3.8,Cleanliness,Room was mostly clean.
H953,Seaside Shores,Florida,Resort,4,7/9/2024,Summer,54900,83.29,5,Cleanliness,So clean it felt brand new.
H954,Metro Meridian,New York,Business,5,7/9/2024,Summer,72010,87.32,4,Cleanliness,Room was mostly clean.
H955,Budget Haven,Texas,Budget,3,7/9/2024,Summer,32650,83.28,4.7,Cleanliness,So clean it felt brand new.
H956,Mountain Retreat,Colorado,Boutique,3,7/10/2024,Summer,61550,93.29,4.7,Cleanliness,Cleaned twice a day – amazing!
H957,The Grand Oak,California,Luxury,5,7/10/2024,Summer,117030,96.91,3.4,Amenities,Very basic and outdated facilities.
H958,Seaside Shores,Florida,Resort,4,7/10/2024,Summer,86040,79.17,3.8,Cleanliness,Clean enough for a short stay.
H959,Metro Meridian,New York,Business,5,7/10/2024,Summer,51170,77.9,4.5,Service,Staff went above and beyond.
H960,Budget Haven,Texas,Budget,3,7/10/2024,Summer,78980,82.94,4.1,Food,Limited but decent selection.
H961,Mountain Retreat,Colorado,Boutique,3,7/11/2024,Summer,69590,81.82,3.2,Food,Didn't match the 5 star reviews
H962,The Grand Oak,California,Luxury,5,7/11/2024,Summer,49700,95.9,3.5,Cleanliness,A little bit of trash was still left in trash can.
H963,Seaside Shores,Florida,Resort,4,7/11/2024,Summer,102960,79.19,3.8,Cleanliness,Clean enough for a short stay.
H964,Metro Meridian,New York,Business,5,7/11/2024,Summer,30460,70.9,4.4,Cleanliness,Cleaned twice a day – amazing!
H965,Budget Haven,Texas,Budget,3,7/11/2024,Summer,112750,96.88,4.6,Service,Staff went above and beyond.
H966,Mountain Retreat,Colorado,Boutique,3,7/12/2024,Summer,48900,96.13,3.3,Amenities,Very basic and outdated facilities.
H967,The Grand Oak,California,Luxury,5,7/12/2024,Summer,72990,72.95,4.9,Food,Chef really knows their craft.
H968,Seaside Shores,Florida,Resort,4,7/12/2024,Summer,7450,86.45,4.9,Service,Always greeted with a smile.
H969,Metro Meridian,New York,Business,5,7/12/2024,Summer,14660,92.71,5,Service,Exceptional staff and warm hospitality.
H970,Budget Haven,Texas,Budget,3,7/12/2024,Summer,86850,93.52,4.9,Service,Exceptional staff and warm hospitality.
H971,Mountain Retreat,Colorado,Boutique,3,7/13/2024,Summer,87090,83.79,3.6,Cleanliness,Room was mostly clean.
H972,The Grand Oak,California,Luxury,5,7/13/2024,Summer,76900,74.3,5,Cleanliness,So clean it felt brand new.
H973,Seaside Shores,Florida,Resort,4,7/13/2024,Summer,56630,89.17,3.5,Cleanliness,Room could smell a little better.
H974,Metro Meridian,New York,Business,5,7/13/2024,Summer,122290,74.57,4,Food,Food took a while to arrive.
H975,Budget Haven,Texas,Budget,3,7/13/2024,Summer,14350,76.29,3.8,Food,Food took a while to arrive.
H976,Mountain Retreat,Colorado,Boutique,3,7/14/2024,Summer,115860,98.22,5,Amenities,Top-notch amenities with everything you need.
H977,The Grand Oak,California,Luxury,5,7/14/2024,Summer,25920,73.94,4.2,Amenities,Lots of extras included.
H978,Seaside Shores,Florida,Resort,4,7/14/2024,Summer,75720,74.65,4.9,Service,Always greeted with a smile.
H979,Metro Meridian,New York,Business,5,7/14/2024,Summer,64250,89.98,4.6,Cleanliness,Hygiene standards were top notch.
H980,Budget Haven,Texas,Budget,3,7/14/2024,Summer,43030,86.2,3.4,Amenities,Very basic and outdated facilities.
H981,Mountain Retreat,Colorado,Boutique,3,7/15/2024,Summer,64330,91.1,3.7,Cleanliness,A little bit of trash was still left in trash can.
H982,The Grand Oak,California,Luxury,5,7/15/2024,Summer,122230,74.01,4,Food,Breakfast was limited but decent.
H983,Seaside Shores,Florida,Resort,4,7/15/2024,Summer,23000,94.77,3.6,Cleanliness,A little bit of trash was still left in trash can.
H984,Metro Meridian,New York,Business,5,7/15/2024,Summer,26700,73.58,4.2,Cleanliness,So clean it felt brand new.
H985,Budget Haven,Texas,Budget,3,7/15/2024,Summer,45480,78.78,5,Service,Always greeted with a smile.
H986,Mountain Retreat,Colorado,Boutique,3,7/16/2024,Summer,14070,93.47,4.1,Food,Breakfast was limited but decent.
H987,The Grand Oak,California,Luxury,5,7/16/2024,Summer,31640,90.43,3.5,Cleanliness,Clean enough for a short stay.
H988,Seaside Shores,Florida,Resort,4,7/16/2024,Summer,107220,90.03,4.4,Service,Exceptional staff and warm hospitality.
H989,Metro Meridian,New York,Business,5,7/16/2024,Summer,76100,77.02,3.8,Cleanliness,Room could smell a little better.
H990,Budget Haven,Texas,Budget,3,7/16/2024,Summer,73580,99.51,4.7,Service,Staff went above and beyond.
H991,Mountain Retreat,Colorado,Boutique,3,7/17/2024,Summer,109130,97.71,4.3,Amenities,Top-notch amenities with everything you need.
H992,The Grand Oak,California,Luxury,5,7/17/2024,Summer,99930,79.35,5,Service,Staff went above and beyond.
H993,Seaside Shores,Florida,Resort,4,7/17/2024,Summer,22950,79.69,4.5,Cleanliness,Hygiene standards were top notch.
H994,Metro Meridian,New York,Business,5,7/17/2024,Summer,102480,93.11,3.5,Cleanliness,Had to dust a bit but overall room was clean.
H995,Budget Haven,Texas,Budget,3,7/17/2024,Summer,105710,81.85,2.7,Food,Didn't match the 5 star reviews
H996,Mountain Retreat,Colorado,Boutique,3,7/18/2024,Summer,106540,79.3,4.4,Service,Staff went above and beyond.
H997,The Grand Oak,California,Luxury,5,7/18/2024,Summer,84210,99.06,3.3,Amenities,Some amenities were broken or missing.
H998,Seaside Shores,Florida,Resort,4,7/18/2024,Summer,10900,73.36,5,Service,Always greeted with a smile.
H999,Metro Meridian,New York,Business,5,7/18/2024,Summer,89100,98.82,4.5,Cleanliness,So clean it felt brand new.
H1000,Budget Haven,Texas,Budget,3,7/18/2024,Summer,17840,72.66,4.8,Amenities,Top-notch amenities with everything you need.
H1001,Mountain Retreat,Colorado,Boutique,3,7/19/2024,Summer,32900,88.04,3.2,Cleanliness,Room was mostly clean.
H1002,The Grand Oak,California,Luxury,5,7/19/2024,Summer,120410,84.03,3.8,Cleanliness,Room could smell a little better.
H1003,Seaside Shores,Florida,Resort,4,7/19/2024,Summer,23530,86.27,4.1,Food,Breakfast was limited but decent.
H1004,Metro Meridian,New York,Business,5,7/19/2024,Summer,27110,88.74,4,Food,Limited but decent selection.
H1005,Budget Haven,Texas,Budget,3,7/19/2024,Summer,109610,90.54,4.9,Cleanliness,Hygiene standards were top notch.
H1006,Mountain Retreat,Colorado,Boutique,3,7/20/2024,Summer,11510,73.79,5,Food,Tasty and well-prepared dishes.
H1007,The Grand Oak,California,Luxury,5,7/20/2024,Summer,37790,83.1,4.1,Cleanliness,Room could smell a little better.
H1008,Seaside Shores,Florida,Resort,4,7/20/2024,Summer,93960,88.25,4.4,Amenities,Lots of extras included.
H1009,Metro Meridian,New York,Business,5,7/20/2024,Summer,99410,96.52,4.2,Cleanliness,Cleaned twice a day – amazing!
H1010,Budget Haven,Texas,Budget,3,7/20/2024,Summer,78260,79.83,4.3,Cleanliness,So clean it felt brand new.
H1011,Mountain Retreat,Colorado,Boutique,3,7/21/2024,Summer,85490,75.28,4.7,Food,Delicious meals with a lot of variety.
H1012,The Grand Oak,California,Luxury,5,7/21/2024,Summer,36000,76.7,4,Amenities,Modern amenities and comfortable spaces.
H1013,Seaside Shores,Florida,Resort,4,7/21/2024,Summer,85370,91.65,4.3,Cleanliness,So clean it felt brand new.
H1014,Metro Meridian,New York,Business,5,7/21/2024,Summer,22530,91.69,3.7,Food,Food took a while to arrive.
H1015,Budget Haven,Texas,Budget,3,7/21/2024,Summer,105340,72.55,4.5,Cleanliness,Hygiene standards were top notch.
H1016,Mountain Retreat,Colorado,Boutique,3,7/22/2024,Summer,56130,72.31,4.4,Food,Tasty and well-prepared dishes.
H1017,The Grand Oak,California,Luxury,5,7/22/2024,Summer,49860,77.21,4,Food,Food took a while to arrive.
H1018,Seaside Shores,Florida,Resort,4,7/22/2024,Summer,124740,76.73,4.1,Cleanliness,Had to dust a bit but overall room was clean.
H1019,Metro Meridian,New York,Business,5,7/22/2024,Summer,121620,71.33,4.8,Amenities,Lots of extras included.
H1020,Budget Haven,Texas,Budget,3,7/22/2024,Summer,111350,97.57,4.6,Cleanliness,Cleaned twice a day – amazing!
H1021,Mountain Retreat,Colorado,Boutique,3,7/23/2024,Summer,70290,97.91,4.2,Service,Staff went above and beyond.
H1022,The Grand Oak,California,Luxury,5,7/23/2024,Summer,16220,81.91,3,Amenities,Some amenities were broken or missing.
H1023,Seaside Shores,Florida,Resort,4,7/23/2024,Summer,19410,87.88,4.8,Service,Always greeted with a smile.
H1024,Metro Meridian,New York,Business,5,7/23/2024,Summer,81680,76.49,4.3,Food,Loved every meal served.
H1025,Budget Haven,Texas,Budget,3,7/23/2024,Summer,78130,98.76,4.8,Food,Loved every meal served.
H1026,Mountain Retreat,Colorado,Boutique,3,7/24/2024,Summer,122110,80.98,4.5,Food,Loved every meal served.
H1027,The Grand Oak,California,Luxury,5,7/24/2024,Summer,42590,98.84,4.4,Service,Staff went above and beyond.
H1028,Seaside Shores,Florida,Resort,4,7/24/2024,Summer,76780,96.45,3.7,Cleanliness,Room could smell a little better.
H1029,Metro Meridian,New York,Business,5,7/24/2024,Summer,31510,93.05,4.2,Service,Always greeted with a smile.
H1030,Budget Haven,Texas,Budget,3,7/24/2024,Summer,12990,80.09,5,Amenities,Lots of extras included.
H1031,Mountain Retreat,Colorado,Boutique,3,7/25/2024,Summer,75680,91.4,5,Amenities,Top-notch amenities with everything you need.
H1032,The Grand Oak,California,Luxury,5,7/25/2024,Summer,61670,95.11,5,Cleanliness,Hygiene standards were top notch.
H1033,Seaside Shores,Florida,Resort,4,7/25/2024,Summer,96560,79.98,3.6,Food,Breakfast was limited but decent.
H1034,Metro Meridian,New York,Business,5,7/25/2024,Summer,62920,90.11,4,Cleanliness,Room could smell a little better.
H1035,Budget Haven,Texas,Budget,3,7/25/2024,Summer,120580,85.14,5,Service,Exceptional staff and warm hospitality.
H1036,Mountain Retreat,Colorado,Boutique,3,7/26/2024,Summer,78540,85.68,4.3,Cleanliness,Hygiene standards were top notch.
H1037,The Grand Oak,California,Luxury,5,7/26/2024,Summer,72170,70.08,3.9,Cleanliness,Had to dust a bit but overall room was clean.
H1038,Seaside Shores,Florida,Resort,4,7/26/2024,Summer,79670,81.38,5,Cleanliness,So clean it felt brand new.
H1039,Metro Meridian,New York,Business,5,7/26/2024,Summer,80490,79.95,4.1,Cleanliness,Room could smell a little better.
H1040,Budget Haven,Texas,Budget,3,7/26/2024,Summer,73570,77.22,4.5,Food,Tasty and well-prepared dishes.
H1041,Mountain Retreat,Colorado,Boutique,3,7/27/2024,Summer,118450,90.2,3.4,Cleanliness,Found small hairs on carpet.
H1042,The Grand Oak,California,Luxury,5,7/27/2024,Summer,87670,87.15,3.8,Cleanliness,Room was mostly clean.
H1043,Seaside Shores,Florida,Resort,4,7/27/2024,Summer,67090,83.46,4.9,Amenities,Lots of extras included.
H1044,Metro Meridian,New York,Business,5,7/27/2024,Summer,114940,70.38,4.9,Cleanliness,Hygiene standards were top notch.
H1045,Budget Haven,Texas,Budget,3,7/27/2024,Summer,105090,83.29,5,Food,Tasty and well-prepared dishes.
H1046,Mountain Retreat,Colorado,Boutique,3,7/28/2024,Summer,69870,74.78,3.2,Amenities,Some amenities were broken or missing.
H1047,The Grand Oak,California,Luxury,5,7/28/2024,Summer,51520,81.18,4.6,Service,Always greeted with a smile.
H1048,Seaside Shores,Florida,Resort,4,7/28/2024,Summer,60530,74.49,4.1,Cleanliness,Had to dust a bit but overall room was clean.
H1049,Metro Meridian,New York,Business,5,7/28/2024,Summer,115420,86.35,3.8,Food,Limited but decent selection.
H1050,Budget Haven,Texas,Budget,3,7/28/2024,Summer,79400,86.06,4.8,Cleanliness,Cleaned twice a day – amazing!
H1051,Mountain Retreat,Colorado,Boutique,3,7/29/2024,Summer,56960,73.98,4.3,Amenities,Lots of extras included.
H1052,The Grand Oak,California,Luxury,5,7/29/2024,Summer,88120,92.85,4.3,Cleanliness,Hygiene standards were top notch.
H1053,Seaside Shores,Florida,Resort,4,7/29/2024,Summer,110580,99.21,3.5,Cleanliness,Room was mostly clean.
H1054,Metro Meridian,New York,Business,5,7/29/2024,Summer,84100,86.29,3.8,Amenities,Modern amenities and comfortable spaces.
H1055,Budget Haven,Texas,Budget,3,7/29/2024,Summer,109580,89.17,3.8,Food,Food took a while to arrive.
H1056,Mountain Retreat,Colorado,Boutique,3,7/30/2024,Summer,40500,89.21,4.1,Cleanliness,Room was mostly clean.
H1057,The Grand Oak,California,Luxury,5,7/30/2024,Summer,26950,96.69,3.5,Amenities,Modern amenities and comfortable spaces.
H1058,Seaside Shores,Florida,Resort,4,7/30/2024,Summer,41780,99.35,3.8,Cleanliness,Room was mostly clean.
H1059,Metro Meridian,New York,Business,5,7/30/2024,Summer,31500,89.16,3.8,Amenities,Modern amenities and comfortable spaces.
H1060,Budget Haven,Texas,Budget,3,7/30/2024,Summer,121740,89.9,3.6,Amenities,Modern amenities and comfortable spaces.
H1061,Mountain Retreat,Colorado,Boutique,3,7/31/2024,Summer,81710,70.52,4,Cleanliness,Clean enough for a short stay.
H1062,The Grand Oak,California,Luxury,5,7/31/2024,Summer,13140,89.57,4.2,Service,Staff went above and beyond.
H1063,Seaside Shores,Florida,Resort,4,7/31/2024,Summer,69130,72.61,4,Food,Limited but decent selection.
H1064,Metro Meridian,New York,Business,5,7/31/2024,Summer,112620,86.68,4.4,Amenities,Top-notch amenities with everything you need.
